Arm,Type,Normal tissue expression,Num PPIs,Num elevated PPIs,Num tissue-specific PPIs,Differential PPIs,Gene eQTL,Paralogs compensation,Process activity,Development variations,Fetus development,Childhood development,Young development,(neutarl) TCGA expression,CRISPR essentiality score,RNAI essentiality score,Tumor suppressor gene density,Oncogene density,Tissue-specific gene density,Essential gene density (CRISPR),Essential gene density (Nichols),Label
7p,KICH,0.3053280952894834,1.9499195214918559,0.971166738921311,2.29066871875558,,,-0.7608103017978629,,1.4148098976609609,1.9780084014368402,1.7097306818268851,1.9698345993266875,0.7511775869820517,1.6979975125342435,1.7376990798171676,0.007168459,0.025089606,0.04209716374708171,1.7685438226821677,0.06967213114754098,0
7p,KIRC,0.3053280952894834,1.9499195214918559,0.971166738921311,2.29066871875558,,,-0.7608103017978629,,1.4148098976609609,1.9780084014368402,1.7097306818268851,1.9698345993266875,0.39744646580430554,1.6979975125342435,1.7376990798171676,0.007168459,0.025089606,0.04209716374708171,1.7685438226821677,0.06967213114754098,1
7p,KIRP,0.3053280952894834,1.9499195214918559,0.971166738921311,2.29066871875558,,,-0.7608103017978629,,1.4148098976609609,1.9780084014368402,1.7097306818268851,1.9698345993266875,0.3735352927579508,1.6979975125342435,1.7376990798171676,0.007168459,0.025089606,0.04209716374708171,1.7685438226821677,0.06967213114754098,1
7p,LAML,0.4362419388031423,2.048298994815274,3.720218926841969,3.406217462406075,0.0123605,1.1071228679231253,-3.1859030637075043,1.8922851276577175,,,,,0.2562927367695444,1.1551793936856132,1.4940865616165202,0.007168459,0.025089606,1.768080877377432,-0.5895146075607218,0.06967213114754098,-1
7p,LGG,0.6640850866167036,1.417869504289375,1.3844373104863459,1.5370387110999344,0.06522775,1.6223095681408388,-2.048044478172052,1.1567836928307689,1.778900048243989,1.7420224803592959,1.958348908038671,1.8840167260887273,0.5018544975598239,,,0.007168459,0.025089606,0.5051659649649806,,0.06967213114754098,1
7p,LIHC,0.0,1.4144561167977197,2.6225765617120294,2.510964964897968,0.023316499999999997,2.0601763401543884,-2.6711900780262052,0.6714295067053571,1.7301045930721366,2.1906958553687916,1.8285294474101974,1.891566619563236,0.008966154890369112,1.1974204175988916,1.3899925931894297,0.007168459,0.025089606,0.6735546199533073,0.5895146075607218,0.06967213114754098,1
7p,LUAD,0.20186997307637478,1.701705431753003,1.686200754849642,2.215266893041876,0.12623825,0.744649695147927,-0.848808018617969,1.4003468322215609,,,,,0.605234762661964,0.6494582161332473,0.7149888108626434,0.007168459,0.025089606,-0.08419432749416342,-0.5895146075607218,0.06967213114754098,1
7p,LUSC,0.20186997307637478,1.701705431753003,1.686200754849642,2.215266893041876,0.12623825,0.744649695147927,-0.848808018617969,1.4003468322215609,,,,,0.7816875083835509,0.6494582161332473,0.7149888108626434,0.007168459,0.025089606,-0.08419432749416342,-0.5895146075607218,0.06967213114754098,1
7p,OV,0.02190452106372413,1.2013971532452163,1.3446160056793333,0.6974259964906538,0.09129599999999996,2.0186309934344777,-1.7419418729233087,0.45086392924448526,1.0670497020743692,1.670285027707572,,,0.34268278457089885,1.2521852562181066,1.493390956942409,0.007168459,0.025089606,-0.16838865498832684,0.0,0.06967213114754098,0
7p,PAAD,0.3061406236125005,1.534334661728938,1.5917316041223004,2.8037088708660747,,1.2875088781232527,-1.962176688832582,,,,,,0.6724943894779034,1.2799638996786702,1.3351986931851345,0.007168459,0.025089606,0.16838865498832684,-0.5895146075607218,0.06967213114754098,1
7p,PRAD,0.21516661642558466,1.4742559656024004,0.391339644554657,1.2398654481065643,0.0949755,1.7426705843036119,-1.007621334351698,0.5897696558269231,,,,,0.4454006900272498,2.295539798936872,1.910736385492448,0.007168459,0.025089606,-0.5051659649649806,0.5895146075607218,0.06967213114754098,1
7p,SKCM,0.2131105271681079,1.5844371054315727,1.541982981208469,2.043513494376163,0.08313725,0.4381570556599508,-1.125421182532679,0.5146420755760603,,,,,0.5765360482054835,1.2661566335282761,1.3860195488291787,0.007168459,0.025089606,0.08419432749416342,-1.1790292151214437,0.06967213114754098,1
7p,STAD,0.4881167189288401,1.6848507918418227,0.6149060608422643,2.08700829006915,0.10357749999999999,1.515384135859255,-0.6222131685785799,,,,,,0.9282090379275842,,,0.007168459,0.025089606,-0.2525829824824903,,0.06967213114754098,1
7p,TGCT,0.9658313948229277,3.030216076314282,2.739478172593257,5.805214966156146,0.1067835,1.074683956326188,-7.112517730491216,2.145678031077381,2.0723660923869187,0.9985132581144869,1.9454913045226419,2.04078780375937,0.2755854081639515,,,0.007168459,0.025089606,2.6942184798132294,,0.06967213114754098,1
7p,THYM,0.25863247179870147,1.4196591967909515,0.5526396357916934,1.6749137637615146,0.05263025,0.05174330792372869,-1.0826734992802665,0.5174951950000001,,,,,0.5460167212737225,,,0.007168459,0.025089606,-0.16838865498832684,,0.06967213114754098,1
7p,UCEC,0.6485594202924557,0.8254968415282883,0.27592314381734756,0.0,0.14149024999999998,2.258346736863963,-1.4037756585154768,0.39773911510474314,,,,,0.2453991914403062,1.08580891845717,1.2689880392849375,0.007168459,0.025089606,-0.2525829824824903,0.0,0.06967213114754098,0
7p,UCS,0.6485594202924557,0.8254968415282883,0.27592314381734756,0.0,0.14149024999999998,2.258346736863963,-1.4037756585154768,0.39773911510474314,,,,,0.5194798268139967,1.08580891845717,1.2689880392849375,0.007168459,0.025089606,-0.2525829824824903,0.0,0.06967213114754098,0
17q,ACC,0.16470708072856172,1.6428858980690262,1.3969710903438133,1.5267673426290327,,1.5091020295416833,-1.3396479211798074,,,,,,0.16273711833268997,,,0.017879949,0.011494253,0.12906519394297475,,0.12876712328767123,0
17q,BLCA,0.0994145261600994,1.3401819007298668,-0.14023480430087834,0.2948995374490596,,,-1.040807439797721,,,,,,0.7518877208217465,1.3753966553706358,2.4258951780253435,0.017879949,0.011494253,-0.4646346981947092,-0.5001009136049743,0.12876712328767123,1
17q,BRCA,0.3142282383853168,1.4675153600650317,0.1380503272154783,0.7363374999454145,0.09727150000000001,1.6999093873647269,-0.757536448027681,0.3219349816874999,,,,,0.22427530485105773,1.2835201950368005,1.0992489090953583,0.017879949,0.011494253,-0.3613825430403294,0.3334006090699829,0.12876712328767123,-1
17q,CESC,0.4111901859409062,1.1507691402782725,-0.03700145753765399,0.5386233320597051,,,-1.6037263467114942,,,,,,0.46045725343463517,,,0.017879949,0.011494253,-0.27103690728024704,,0.12876712328767123,0
17q,COAD,0.45509515590326644,1.4097669279672433,0.4183116586715335,1.106080718988968,0.078511,1.178339364250593,-0.9502279205165716,0.3657961422,,,,,0.7336894512540888,1.0093609610521836,1.4613856127103164,0.017879949,0.011494253,-0.012906519394297473,1.1669021317449402,0.12876712328767123,1
17q,ESCA,0.17294141195796361,1.0712249508336429,0.3710500539449948,0.05242763015627867,0.05541525,0.5978703052856202,-1.0391232655115346,0.3691139908528571,,,,,0.2553957410374038,1.470677160942475,1.1057348151924926,0.017879949,0.011494253,-0.28394342667454453,-0.3334006090699829,0.12876712328767123,0
17q,GBM,0.15301286396253896,1.4411533842457835,1.2515083316637443,1.4562627023312305,0.06560525,1.5243671681367457,-1.4843848334316465,1.4541489977500002,1.8350537294640676,1.6028584281447977,1.8211390265922645,1.7022826895471188,0.26183507939404055,,,0.017879949,0.011494253,0.18069127152016462,,0.12876712328767123,0
17q,KICH,0.3982472956599116,1.5828764693542532,0.906847071138389,1.9449538098172474,,,-1.7247045137230885,,1.4326820544053007,1.55755396730313,1.6979437826749164,1.7725964399281922,0.20897401557796166,1.5155250833881677,1.4940275355451045,0.017879949,0.011494253,0.3871955818289242,0.0,0.12876712328767123,-1
17q,KIRC,0.3982472956599116,1.5828764693542532,0.906847071138389,1.9449538098172474,,,-1.7247045137230885,,1.4326820544053007,1.55755396730313,1.6979437826749164,1.7725964399281922,0.24341707315953115,1.5155250833881677,1.4940275355451045,0.017879949,0.011494253,0.3871955818289242,0.0,0.12876712328767123,0
17q,KIRP,0.3982472956599116,1.5828764693542532,0.906847071138389,1.9449538098172474,,,-1.7247045137230885,,1.4326820544053007,1.55755396730313,1.6979437826749164,1.7725964399281922,0.21885770567720364,1.5155250833881677,1.4940275355451045,0.017879949,0.011494253,0.3871955818289242,0.0,0.12876712328767123,1
17q,LAML,0.7361174573050916,1.1076334465209376,3.838541313027485,3.218991264651826,0.0527979999999999,1.0112910924579621,-6.554257612826358,2.101729098828125,,,,,0.49358640347891775,1.133578947473278,1.786567340600961,0.017879949,0.011494253,3.3298820037287493,-1.0002018272099487,0.12876712328767123,-1
17q,LGG,0.15301286396253896,1.4411533842457835,1.2515083316637443,1.4562627023312305,0.06560525,1.5243671681367457,-1.4843848334316465,1.4541489977500002,1.8350537294640676,1.6028584281447977,1.8211390265922645,1.7022826895471188,0.5185573838896915,,,0.017879949,0.011494253,0.18069127152016462,,0.12876712328767123,0
17q,LIHC,0.24947934549103834,1.5605668158996906,2.555041137796435,2.3830822373687672,0.0330975,2.050754219525346,-2.7958231484880844,0.5551987560625,1.7816044007443317,2.227742151788539,1.8285250051044069,1.8622095573577289,0.2616272544198109,0.9597753732922278,1.6089537558135651,0.017879949,0.011494253,1.2648389006411527,-1.0002018272099487,0.12876712328767123,1
17q,LUAD,0.2173224113518114,1.8195240826278651,1.2884170781844695,1.9334401198175626,0.1186565,0.6283438713843846,-0.7766481786736708,2.036536392,,,,,0.4237789359496435,0.675803631563911,0.6759298749749172,0.017879949,0.011494253,-0.1290651939429748,-0.8335015226749573,0.12876712328767123,1
17q,LUSC,0.2173224113518114,1.8195240826278651,1.2884170781844695,1.9334401198175626,0.1186565,0.6283438713843846,-0.7766481786736708,2.036536392,,,,,0.722433662475098,0.675803631563911,0.6759298749749172,0.017879949,0.011494253,-0.1290651939429748,-0.8335015226749573,0.12876712328767123,0
17q,OV,0.08643088443101053,1.0802959035800481,1.1585200839363086,1.0636857056717712,0.09694399999999995,1.882036120008433,-1.7071619477343676,0.2337728140909091,0.8439843016571521,1.9621120130120508,,,0.3204251922643802,0.8646687760065318,1.1335295766809816,0.017879949,0.011494253,0.05162607757718989,-0.8335015226749573,0.12876712328767123,-1
17q,PAAD,0.3387106032536579,1.6043380983468327,1.6360099017263763,2.12564487803511,,1.309581401131247,-1.3366300240453177,,,,,,0.25754853630757396,1.4481022092226095,1.5399133002618544,0.017879949,0.011494253,0.3355695042517343,0.0,0.12876712328767123,0
17q,PRAD,0.5038864663934542,1.4675153600650317,0.3677786227195002,1.168210606592922,0.08738275,1.7344068240100643,-0.570515202729288,0.5124845760434783,,,,,0.25027055606554194,2.5716032181826285,1.9663084551320558,0.017879949,0.011494253,-0.33556950425173443,1.6670030453499145,0.12876712328767123,0
17q,SKCM,0.8758272157319529,1.8517050598074387,1.5940295031847074,2.45899461165199,0.10866899999999999,0.5662091731145555,-3.6008186132650626,1.5118904317671569,,,,,0.2955686124957071,1.1763109993756469,1.3319283413542886,0.017879949,0.011494253,1.2003063036696653,0.16670030453499146,0.12876712328767123,0
17q,STAD,0.45442267948152215,1.4163490586932204,0.4525915847965757,1.3474490055144346,0.08407675,1.5431560222587104,-0.8064414534385553,,,,,,0.30143419432988805,,,0.017879949,0.011494253,-0.15487823273156975,,0.12876712328767123,0
17q,TGCT,0.8768261402277036,2.8256178969996046,2.6032936793278054,5.224563634137454,0.13805374999999998,1.0956366186618234,-4.5514098659085125,1.067450372857143,2.0033179337168736,1.3847018847583175,1.963692723443344,2.041197960997436,0.290619199312634,,,0.017879949,0.011494253,2.9168733831112297,,0.12876712328767123,0
17q,THYM,0.28144747046150626,1.322511861204745,0.08880455688538638,0.9113346241248139,0.05311975,0.17455278359579307,-0.9798797245338786,0.4249789345555556,,,,,0.6591105400684826,1.165230453812074,,0.017879949,0.011494253,-0.10325215515437987,-2.5005045680248754,0.12876712328767123,0
17q,UCEC,0.19717443551483102,0.9525793444156796,-0.1313617291324968,0.0,0.09997549999999994,2.126509663923546,-1.0594653972688182,0.2677824169866072,,,,,0.6388552327149297,1.2694559340655187,1.3157812004228526,0.017879949,0.011494253,-0.3613825430403294,-1.1669021317449402,0.12876712328767123,-1
17q,UCS,0.19717443551483102,0.9525793444156796,-0.1313617291324968,0.0,0.09997549999999994,2.126509663923546,-1.0594653972688182,0.2677824169866072,,,,,0.37284073246722765,1.2694559340655187,1.3157812004228526,0.017879949,0.011494253,-0.3613825430403294,-1.1669021317449402,0.12876712328767123,0
2p,ACC,0.5441035089938238,1.35117938480322,1.313484084205077,1.4254544921188423,,1.522970097975068,-1.6576244670091367,,,,,,0.7459824634013678,,,0.019693654,0.015317287,0.6680319715461112,,0.1198044009779951,0
2p,BLCA,0.3660855065690447,1.1810002499063823,-0.1755144916142459,0.0,,,-0.7222484104493546,,,,,,0.29064694103416294,1.3083275684812612,2.3110350389256302,0.019693654,0.015317287,-0.4008191829276667,-0.24908104267307307,0.1198044009779951,0
2p,BRCA,0.4276511014738335,1.3532284159445251,0.0,0.6012124367616685,0.0857255,1.7594757656941855,-0.7399350013239168,0.38707903789791664,,,,,0.25304416024914256,1.028760516409092,1.2666195957018784,0.019693654,0.015317287,-0.4453546476974075,0.0,0.1198044009779951,0
2p,CESC,0.39460129927251153,1.1026285167569594,-0.05148664094311153,0.7304009514990799,,,-1.609168124148574,,,,,,0.46247898723455166,,,0.019693654,0.015317287,-0.33401598577305563,,0.1198044009779951,0
2p,COAD,0.4785480637936031,1.3745158905133497,0.3447650784616816,1.07181372666294,0.072473,1.143537961949955,-0.9555693091083262,0.4378768817410714,,,,,0.6488353124818949,1.091930076505277,1.34519899525828,0.019693654,0.015317287,-0.2004095914638334,0.0,0.1198044009779951,0
2p,ESCA,0.5269750213686855,1.2048486475953677,0.46583832340688136,0.16674459552373372,0.066892,0.6832647490314204,-1.4803750544263627,0.37389023763913687,,,,,0.42527562739397406,0.9518583219548862,1.2947790474633256,0.019693654,0.015317287,0.04453546476974072,-0.24908104267307307,0.1198044009779951,0
2p,GBM,0.42935981526700123,1.5773793169382995,1.308549763511108,1.453165334969491,0.06861724999999999,1.572187773746945,-1.386595416377582,1.3013282615604638,1.78166114215206,1.5681251483326857,1.9104592928174928,1.7606176789605008,0.3600676432267073,,,0.019693654,0.015317287,0.4453546476974075,,0.1198044009779951,0
2p,KICH,0.10894507117760825,1.7472268144377296,0.960701326427019,2.074689174807663,,,-0.7769046273940394,,1.3289954068912018,1.4076400361705508,1.520739557231543,1.726848500173501,0.33473555296945884,1.2910223093783202,1.6212502572465655,0.019693654,0.015317287,0.0,1.4944862560384444,0.1198044009779951,-1
2p,KIRC,0.10894507117760825,1.7472268144377296,0.960701326427019,2.074689174807663,,,-0.7769046273940394,,1.3289954068912018,1.4076400361705508,1.520739557231543,1.726848500173501,0.40867264395750175,1.2910223093783202,1.6212502572465655,0.019693654,0.015317287,0.0,1.4944862560384444,0.1198044009779951,1
2p,KIRP,0.10894507117760825,1.7472268144377296,0.960701326427019,2.074689174807663,,,-0.7769046273940394,,1.3289954068912018,1.4076400361705508,1.520739557231543,1.726848500173501,0.5876140582683571,1.2910223093783202,1.6212502572465655,0.019693654,0.015317287,0.0,1.4944862560384444,0.1198044009779951,0
2p,LAML,0.25170280975279546,1.4483296367824143,3.862853387407447,2.9034875333581978,0.015614,1.0613750865041964,-4.3635000549604746,1.7197422826136364,,,,,0.26212005344022,1.0201413597610363,1.5642550575251535,0.019693654,0.015317287,1.425134872631704,-0.9963241706922953,0.1198044009779951,0
2p,LGG,0.42935981526700123,1.5773793169382995,1.308549763511108,1.453165334969491,0.06861724999999999,1.572187773746945,-1.386595416377582,1.3013282615604638,1.78166114215206,1.5681251483326857,1.9104592928174928,1.7606176789605008,0.3095042197360144,,,0.019693654,0.015317287,0.4453546476974075,,0.1198044009779951,0
2p,LIHC,0.5191995282273815,1.3727730982699085,2.529181200603938,2.215266893041876,0.0404195,1.9836935042395938,-3.233637957740615,0.47695066656818175,1.9093042865203818,2.2134721039402994,1.9844199119878745,1.9780732701472856,0.427833284330656,0.969328991516378,1.5511521040389915,0.019693654,0.015317287,1.736883126019889,-0.9963241706922953,0.1198044009779951,0
2p,LUAD,0.0065415578396164605,1.5663102017033494,1.1361510209230654,1.57475672796132,0.1171835,0.6001657682596452,-0.7130578226880143,1.1207771196319802,,,,,0.3867064582892958,0.5908169600799045,0.6484355716154434,0.019693654,0.015317287,-0.178141859078963,0.0,0.1198044009779951,0
2p,LUSC,0.0065415578396164605,1.5663102017033494,1.1361510209230654,1.57475672796132,0.1171835,0.6001657682596452,-0.7130578226880143,1.1207771196319802,,,,,0.980710834959124,0.5908169600799045,0.6484355716154434,0.019693654,0.015317287,-0.178141859078963,0.0,0.1198044009779951,1
2p,OV,0.374503523098187,1.080387321370715,0.9470551510954713,0.8545847667262781,0.112264,1.9525088602785827,-2.3192474476808584,0.2792207623756968,0.8901824108645322,2.04434542007378,,,0.41623217918778443,0.7754590500089287,1.2370032571073164,0.019693654,0.015317287,0.22267732384870376,-0.49816208534614614,0.1198044009779951,0
2p,PAAD,0.7224747855619024,1.518136501476092,1.3396970606755079,2.045320988267096,,1.231993546011958,-1.9961930096313003,,,,,,0.5528311328803858,0.7687350637772348,1.2999225824370058,0.019693654,0.015317287,0.8461738306250743,-0.9963241706922953,0.1198044009779951,0
2p,PRAD,0.26727051008467434,1.433444961497217,0.016846243642173304,0.9834453694041849,0.069941,1.7426730133808719,-0.775341976815507,0.5193780121166667,,,,,0.7491576072145766,3.648444145383192,1.9401745413080789,0.019693654,0.015317287,-0.4453546476974075,-0.49816208534614614,0.1198044009779951,0
2p,SKCM,0.2796039986152783,1.6345902770126912,1.3997536605789547,2.1033114470766754,0.10127974999999995,0.4849221902847451,-1.7897124737858714,0.46961094076277776,,,,,0.5822294944082451,0.9295788840007307,1.3466965499143784,0.019693654,0.015317287,0.37855145054279626,-0.24908104267307307,0.1198044009779951,0
2p,STAD,0.3105728672680337,1.5101374313464038,0.4949625459864635,1.587750022549665,0.079179,1.5869807651349672,-0.8519692705310723,,,,,,0.5861508454264106,,,0.019693654,0.015317287,-0.22267732384870376,,0.1198044009779951,0
2p,TGCT,0.642148154538473,2.600686549612062,2.476161450546134,4.524294470072196,0.1277395,0.9275666463907883,-6.441264475575325,1.3252301393555554,2.161012503074117,1.4413509240400517,1.9107791266856688,2.039907593543677,0.37824220827510985,,,0.019693654,0.015317287,2.850269745263408,,0.1198044009779951,0
2p,THYM,0.15062584909901872,1.1466425268645208,0.4059335690644472,0.8309657955514554,0.038279,0.15884636758945578,-1.6835810569679714,0.3234752951635338,,,,,0.31195245549468886,2.0174834521335816,,0.019693654,0.015317287,-0.22267732384870376,0.49816208534614914,0.1198044009779951,0
2p,UCEC,0.7076630492075972,0.8034583569331186,0.0,0.0,0.103097,2.125577992945436,-1.9404618651654975,0.19424491440670283,,,,,0.49699540434812084,1.426005038731677,1.4719517826192927,0.019693654,0.015317287,-0.13360639430922225,0.2490810426730761,0.1198044009779951,1
2p,UCS,0.7076630492075972,0.8034583569331186,0.0,0.0,0.103097,2.125577992945436,-1.9404618651654975,0.19424491440670283,,,,,0.5436111475333539,1.426005038731677,1.4719517826192927,0.019693654,0.015317287,-0.13360639430922225,0.2490810426730761,0.1198044009779951,0
16q,ACC,0.19830688828265283,1.5000272655390874,1.7014859695205302,1.5109387602130162,,1.4812342580739333,-2.9729667020781525,,,,,,0.7047196929650862,,,0.028011204,0.008403361,0.16736562177846293,,0.115625,1
16q,BLCA,0.3196947907084005,1.187398042521191,0.0,0.0,,,-1.361623710135766,,,,,,0.3693757396301511,1.2684955035350378,2.679597643797378,0.028011204,0.008403361,-0.3347312435569258,0.0,0.115625,0
16q,BRCA,0.4059448452099138,1.4785662291938415,0.35952048467075703,0.8038192636114256,0.091162,1.685012308649814,-0.7667873291290236,0.4035700296201754,,,,,0.31090676803857736,1.243559612391434,1.2055645312944612,0.028011204,0.008403361,-0.22315416237128383,0.6927951809784205,0.115625,-1
16q,CESC,0.28601865038696844,1.328488470281013,-0.012482475490398045,0.6642220363091826,,,-2.421087901259228,,,,,,0.4210957889774989,,,0.028011204,0.008403361,-0.3905197841497467,,0.115625,0
16q,COAD,0.5356529527335814,1.330408314365818,0.5594757215167813,1.1334646757352016,0.045877,1.2232175558896698,-1.1022634495357984,0.3348009858904109,,,,,0.5484293104606084,1.0317739174795761,1.3454254627256979,0.028011204,0.008403361,-0.16736562177846284,-0.3463975904892086,0.115625,0
16q,ESCA,0.07228298329094478,1.0555382557060524,0.3989506458393336,0.28479853503851327,0.0348625,0.6614594964621606,-1.0859205620640493,0.4628293127772728,,,,,0.24791416583745238,0.7899757933421898,0.9994784781339923,0.028011204,0.008403361,-0.3347312435569258,-0.6927951809784205,0.115625,0
16q,GBM,0.5116189451419106,1.3749847942218167,1.2805336907926521,1.6128626983649603,0.0721655,1.7200396197331225,-1.6836402236738182,0.9936567086653845,1.7718350225037327,1.6350366058006798,1.9017587451793725,1.7038785650444717,0.30284523289958326,,,0.028011204,0.008403361,0.3347312435569258,,0.115625,-1
16q,KICH,0.40857997293132325,1.564476376773708,1.0633374926445096,2.091560249889601,,,-1.4277757535272868,,1.436050577374579,1.5142450041218125,1.7464904577461382,1.640087425954391,0.5793007953233407,1.0391059443550446,1.4322599171470514,0.028011204,0.008403361,0.3626255138533363,0.6927951809784205,0.115625,0
16q,KIRC,0.40857997293132325,1.564476376773708,1.0633374926445096,2.091560249889601,,,-1.4277757535272868,,1.436050577374579,1.5142450041218125,1.7464904577461382,1.640087425954391,0.6708220348275263,1.0391059443550446,1.4322599171470514,0.028011204,0.008403361,0.3626255138533363,0.6927951809784205,0.115625,1
16q,KIRP,0.40857997293132325,1.564476376773708,1.0633374926445096,2.091560249889601,,,-1.4277757535272868,,1.436050577374579,1.5142450041218125,1.7464904577461382,1.640087425954391,0.6758904308513092,1.0391059443550446,1.4322599171470514,0.028011204,0.008403361,0.3626255138533363,0.6927951809784205,0.115625,1
16q,LAML,0.5999862872456351,1.0132708097195446,3.8264576379315676,3.308996134207769,0.0428445,1.107960514781476,-6.688902080942176,1.7653717180427808,,,,,0.26319423600118375,1.5158095091801296,1.5810078725645988,0.028011204,0.008403361,2.5662728672697646,0.6927951809784205,0.115625,0
16q,LGG,0.5116189451419106,1.3749847942218167,1.2805336907926521,1.6128626983649603,0.0721655,1.7200396197331225,-1.6836402236738182,0.9936567086653845,1.7718350225037327,1.6350366058006798,1.9017587451793725,1.7038785650444717,0.173831321449088,,,0.028011204,0.008403361,0.3347312435569258,,0.115625,0
16q,LIHC,0.7777870637129376,1.687899499639666,2.4573576058468136,2.802115602870776,0.098119,1.8924531389738066,-5.737521831489744,0.5292781164,1.992225565714973,2.2439266360271555,1.9963769144315469,2.017365674853649,0.5028907585875627,1.295788916398005,1.7735735893581541,0.028011204,0.008403361,2.287330164305659,0.0,0.115625,-1
16q,LUAD,0.1341474119253783,1.5224056559031485,1.1249422506588878,1.652443215075278,0.111527,0.8294063155642194,-1.0043891083612815,1.6228421655888892,,,,,0.33221799054622103,0.5550125432719137,0.6859499960171953,0.028011204,0.008403361,-0.3347312435569258,-0.6927951809784205,0.115625,0
16q,LUSC,0.1341474119253783,1.5224056559031485,1.1249422506588878,1.652443215075278,0.111527,0.8294063155642194,-1.0043891083612815,1.6228421655888892,,,,,0.380995523892383,0.5550125432719137,0.6859499960171953,0.028011204,0.008403361,-0.3347312435569258,-0.6927951809784205,0.115625,-1
16q,OV,0.11139849654855888,1.091270697310882,1.0129105334780042,0.3286477103272931,0.0968059999999999,1.8375123085662843,-2.2773534559628654,0.33173525187499986,0.9933992982243629,1.8286288260459853,,,0.11042723540465209,0.705772787141946,1.1327840541022058,0.028011204,0.008403361,-0.1115770811856419,-0.6927951809784205,0.115625,-1
16q,PAAD,0.6472456141764844,1.2663049249879332,1.4677059154206111,1.8534252575124752,,1.2524149558007105,-2.186179658153459,,,,,,0.7687846156100578,0.9127297606905714,1.5712800518370666,0.028011204,0.008403361,0.6136739465210307,-1.039192771467629,0.115625,0
16q,PRAD,0.5879455560644109,1.3595217585213715,0.4464257177239455,0.9206443957460172,0.0701835,1.5801534365399164,-1.3218700758853192,0.6436717466043478,,,,,0.4384900606107336,2.8506691548696885,1.8114209263454866,0.028011204,0.008403361,-0.3347312435569258,1.0391927714676323,0.115625,-1
16q,SKCM,0.3969050607953044,2.302295286454804,1.7780596283738659,2.647648894242747,0.1094855,0.4721820497784799,-2.6878125600174307,0.4335122109362306,,,,,0.4695543014110492,0.8491760452011663,1.2946539652102054,0.028011204,0.008403361,0.5578854059282096,-1.039192771467629,0.115625,-1
16q,STAD,0.5249412883554484,1.2663049249879332,0.5114576042956699,1.5729852834692044,0.069713,1.5425649795895109,-1.8125606912046153,,,,,,0.5389493338922476,,,0.028011204,0.008403361,0.0,,0.115625,-1
16q,TGCT,0.7465665387981825,2.837746636516581,2.652844183647585,4.375576214970019,0.153255,1.1062068614239673,-4.072116953661904,0.8823931684820512,2.0466110539061204,1.438614500143775,1.9050741698469171,2.039085854707659,0.2792202063454802,,,0.028011204,0.008403361,2.845215570233869,,0.115625,0
16q,THYM,0.5519868706565937,1.3057578749717518,0.1553650456298445,1.2168010087667704,0.0549425,0.1373710157486438,-1.3572170921148183,0.34188174081666667,,,,,0.4651241927811953,1.2328297042643128,,0.028011204,0.008403361,0.05578854059282095,0.0,0.115625,-1
16q,UCEC,0.05725541538042263,1.1625033167617054,0.11674683084683515,0.0,0.0997585,2.278104341957341,-1.6236218913230673,0.23700083317499998,,,,,0.7492719850762112,1.630683365723677,1.289163844501712,0.028011204,0.008403361,-0.44630832474256765,1.385590361956841,0.115625,-1
16q,UCS,0.05725541538042263,1.1625033167617054,0.11674683084683515,0.0,0.0997585,2.278104341957341,-1.6236218913230673,0.23700083317499998,,,,,0.41011443333133063,1.630683365723677,1.289163844501712,0.028011204,0.008403361,-0.44630832474256765,1.385590361956841,0.115625,-1
2q,ACC,0.1697107150292534,1.574234260720201,1.2907979062239021,1.7817274042270312,,1.6142236644336199,-1.908504199078699,,,,,,0.2700603479100067,,,0.019257221,0.013755158,0.09330858958572691,,0.06230529595015576,0
2q,BLCA,0.6421044096330901,1.2093386622447826,0.0,0.5788392522909215,,,-1.0120694737213767,,,,,,0.2780169205737262,1.1069835191551882,2.1559477955008224,0.019257221,0.013755158,-0.6531601271000883,-0.20458249474707857,0.06230529595015576,0
2q,BRCA,0.37299849313433264,1.430519699114375,0.1825979734861305,0.9849584088960206,0.09798524999999994,1.6829356401170512,-0.5925577692023182,0.2903947387087029,,,,,0.47564160191305793,1.1949191067519016,1.0436388917699315,0.019257221,0.013755158,-0.5909544007096037,0.0,0.06230529595015576,0
2q,CESC,0.5337128885337052,0.9598915128003553,-0.08055445960581051,0.15577893981298868,,,-1.253586851447258,,,,,,0.30444251761146995,,,0.019257221,0.013755158,-0.37323435834290764,,0.06230529595015576,0
2q,COAD,0.5088956928056793,1.3773563226156953,0.6781291035578548,1.2184934334067563,0.08137875,1.2699241705160942,-1.2423610858913636,0.3323278900880626,,,,,0.7644897197504186,1.1203522785052962,1.3544199684799918,0.019257221,0.013755158,-0.10886002118334805,0.20458249474707857,0.06230529595015576,0
2q,ESCA,0.5535832685840052,1.1108022231465726,0.5075828696682623,0.0,0.05813249999999995,0.6178524342692246,-1.166523371242707,0.33122876935714285,,,,,0.514288414885656,1.0965031079731733,1.3985819630027172,0.019257221,0.013755158,-0.37323435834290764,0.20458249474707857,0.06230529595015576,0
2q,GBM,0.5635366676511909,1.4231508101384567,1.323546829975893,1.4359258497361862,0.08191337499999998,1.6249928369580309,-1.797434351424093,1.2867924365000003,1.8137691192395928,1.6481140074564098,1.948949754695215,1.859512192300938,0.46370929821262913,,,0.019257221,0.013755158,0.40433722153814994,,0.06230529595015576,0
